観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),9日の最高気温(℃),9日の最高気温の品質情報,9日の最高気温起時（時）,9日の最高気温起時（分）,9日の最高気温起時の品質情報,平年差（℃）,前日差（℃）,該当旬（月）,該当旬（旬）,極値更新,10年未満での極値更新,今年最高,今年の最高気温（℃)（8日まで）,今年の最高気温（8日まで）の品質情報,今年の最高気温（8日まで）を観測した起日（年）,今年の最高気温（8日まで）を観測した起日（月）,今年の最高気温（8日まで）を観測した起日（日）,8日までの観測史上1位の値（℃）,8日までの観測史上1位の値の品質情報,8日までの観測史上1位の値を観測した起日（年）,8日までの観測史上1位の値を観測した起日（月）,8日までの観測史上1位の値を観測した起日（日）,8日までの11月の1位の値,8日までの11月の1位の値の品質情報,8日までの11月の1位の値の起日（年）,8日までの11月の1位の値の起日（月）,8日までの11月の1位の値の起日（日）,統計開始年
19261,北海道釧路地方,中徹別（ナカテシベツ）,,2023,11,9,10,0,7.6,4,9,54,4,,,,,,,0,35.7,5,2023,7,26,36.1,8,2019,5,26,22.9,8,2015,11,5,1977
19311,北海道釧路地方,榊町（サカキマチ）,,2023,11,9,10,0,11.8,4,9,59,4,,,,,,,0,34.1,5,2023,7,25,35.5,8,2010,8,7,20.7,8,1979,11,5,1977
19347,北海道釧路地方,鶴丘（ツルオカ）,,2023,11,9,10,0,10.7,4,9,51,4,,,,,,,0,32.7,5,2023,7,25,35.6,8,2007,8,15,21.5,8,2018,11,4,2003
19376,北海道釧路地方,太田（オオタ）,,2023,11,9,10,0,10.9,4,9,38,4,,,,,,,0,33.2,5,2023,7,26,34.7,8,2010,8,7,20.1,8,2015,11,5,1977
19416,北海道釧路地方,白糠（シラヌカ）,,2023,11,9,10,0,11.3,4,9,29,4,,,,,,,0,30.8,5,2023,7,25,35.5,8,2007,8,15,21.2,8,2018,11,4,1977
19432,北海道釧路地方,釧路（クシロ）,47418,2023,11,9,10,0,11.5,4,9,46,4,,,,,,,0,29.7,5,2023,8,18,33.5,8,2022,7,31,18.7,8,1940,11,3,1910
19451,北海道釧路地方,知方学（チッポマナイ）,,2023,11,9,10,0,10.0,4,9,9,4,,,,,,,0,29.0,5,2023,7,26,31.5,8,2010,6,26,16.0,8,2023,11,4,1978
20146,北海道十勝地方,陸別（リクベツ）,,2023,11,9,10,0,7.3,4,10,0,4,,,,,,,0,34.5,5,2023,8,23,37.8,8,2019,5,26,20.0,8,2015,11,5,1977
20186,北海道十勝地方,ぬかびら源泉郷（ヌカビラゲンセンキョウ）,,2023,11,9,10,0,6.9,4,10,0,4,,,,,,,0,33.4,5,2023,8,25,34.5,8,2019,5,26,19.8,8,2015,11,5,1976
20266,北海道十勝地方,上士幌（カミシホロ）,,2023,11,9,10,0,6.4,4,10,0,4,,,,,,,0,35.2,5,2023,8,25,36.6,8,2010,6,26,20.0,8,2003,11,2,1977
20276,北海道十勝地方,足寄（アショロ）,,2023,11,9,10,0,8.2,4,9,56,4,,,,,,,0,36.4,5,2023,8,25,38.8,8,2019,5,26,21.4,8,2015,11,5,1977
20341,北海道十勝地方,本別（ホンベツ）,,2023,11,9,10,0,8.1,4,9,56,4,,,,,,,0,36.3,5,2023,8,25,37.2,8,2019,5,26,21.1,8,2003,11,2,1976
20356,北海道十勝地方,新得（シントク）,,2023,11,9,10,0,8.9,4,9,56,4,,,,,,,0,35.5,5,2023,8,25,36.2,8,1999,8,9,20.9,8,2023,11,3,1977
20361,北海道十勝地方,鹿追（シカオイ）,,2023,11,9,10,0,7.5,4,9,58,4,,,,,,,0,35.7,5,2023,8,25,36.5,8,2019,5,26,20.2,8,2023,11,3,1978
20371,北海道十勝地方,駒場（コマバ）,,2023,11,9,10,0,7.0,4,10,0,4,,,,,,,0,35.3,5,2023,8,25,37.8,8,2014,6,3,20.8,8,2003,11,2,1977
20421,北海道十勝地方,芽室（メムロ）,,2023,11,9,10,0,7.4,4,0,6,4,,,,,,,0,35.5,5,2023,8,25,38.1,8,2019,5,26,20.7,8,2023,11,3,1977
20432,北海道十勝地方,帯広（オビヒロ）,47417,2023,11,9,10,0,8.2,4,0,7,4,,,,,,,0,35.6,5,2023,7,28,38.8,8,2019,5,26,23.5,8,1940,11,7,1892
20441,北海道十勝地方,池田（イケダ）,,2023,11,9,10,0,9.0,4,9,58,4,,,,,,,0,36.2,5,2023,7,28,38.8,8,2019,5,26,21.6,8,2022,11,13,1977
20506,北海道十勝地方,浦幌（ウラホロ）,,2023,11,9,10,0,11.5,4,9,17,4,,,,,,,0,35.9,5,2023,7,29,37.9,8,2019,5,26,21.0,8,2003,11,2,1977
20551,北海道十勝地方,帯広泉（オビヒロイズミ）,,2023,11,9,10,0,7.3,4,10,0,4,,,,,,,0,35.7,5,2023,7,29,37.8,8,2019,5,26,21.2,8,2023,11,3,2003
20556,北海道十勝地方,糠内（ヌカナイ）,,2023,11,9,10,0,8.6,4,9,59,4,,,,,,,0,35.8,5,2023,8,4,38.4,8,2019,5,26,21.8,8,2022,11,13,1978
20601,北海道十勝地方,上札内（カミサツナイ）,,2023,11,9,10,0,6.1,4,0,53,4,,,,,,,0,33.8,5,2023,8,26,36.7,8,2019,5,26,20.8,4,1979,11,5,1977
20606,北海道十勝地方,更別（サラベツ）,,2023,11,9,10,0,7.2,4,9,56,4,,,,,,,0,36.1,5,2023,8,26,38.0,8,2019,5,26,22.1,8,2023,11,3,1977
20631,北海道十勝地方,大津（オオツ）,,2023,11,9,10,0,12.5,4,9,58,4,,,,,,,0,33.2,5,2023,7,25,34.6,8,2010,8,6,20.4,8,2023,11,3,1977
20696,北海道十勝地方,大樹（タイキ）,,2023,11,9,10,0,11.5,4,10,0,4,,,,,,,0,35.8,5,2023,8,26,35.8,8,2023,8,26,21.5,8,2023,11,3,1977
20751,北海道十勝地方,広尾（ヒロオ）,47440,2023,11,9,10,0,12.5,4,9,51,4,,,,,,,0,35.1,5,2023,8,26,35.8,8,2019,5,26,22.4,8,2023,11,3,1958
21111,北海道胆振地方,厚真（アツマ）,,2023,11,9,10,0,12.4,4,10,0,4,,,,,,,0,33.6,5,2023,8,24,34.1,8,2021,8,6,20.6,8,2023,11,3,1977
21126,北海道胆振地方,穂別（ホベツ）,,2023,11,9,10,0,8.2,4,10,0,4,,,,,,,0,34.8,5,2023,8,25,34.8,8,2023,8,25,20.4,8,2023,11,3,1977
21161,北海道胆振地方,大滝（オオタキ）,,2023,11,9,10,0,9.2,4,10,0,4,,,,,,,0,33.1,5,2023,8,24,33.1,8,2023,8,24,18.9,8,2023,11,3,1977
21171,北海道胆振地方,森野（モリノ）,,2023,11,9,10,0,11.3,4,9,4,4,,,,,,,0,32.8,5,2023,8,12,33.1,8,2021,7,27,20.2,8,2003,11,2,1977
21187,北海道胆振地方,苫小牧（トマコマイ）,47424,2023,11,9,10,0,11.3,4,10,0,4,,,,,,,0,32.4,5,2023,8,12,35.5,8,2007,8,15,20.5,8,2023,11,3,1942
21226,北海道胆振地方,大岸（オオキシ）,,2023,11,9,10,0,13.0,4,10,0,4,,,,,,,0,32.5,5,2023,7,29,33.6,8,2021,7,20,22.3,8,2023,11,3,1977
21261,北海道胆振地方,白老（シラオイ）,,2023,11,9,10,0,11.7,4,9,33,4,,,,,,,0,32.0,5,2023,8,28,33.3,8,2021,7,18,22.2,8,2023,11,3,1977
21276,北海道胆振地方,鵡川（ムカワ）,,2023,11,9,10,0,13.1,4,10,0,4,,,,,,,0,33.4,5,2023,8,12,33.5,8,1994,8,10,20.1,8,2023,11,3,1978
21297,北海道胆振地方,伊達（ダテ）,,2023,11,9,10,0,12.6,4,9,59,4,,,,,,,0,33.5,5,2023,8,22,33.5,8,2023,8,22,21.1,8,2023,11,3,2007
21312,北海道胆振地方,登別（ノボリベツ）,,2023,11,9,10,0,10.2,4,9,38,4,,,,,,,0,32.2,5,2023,8,24,32.4,8,2021,7,20,21.0,8,2023,11,3,1977
21323,北海道胆振地方,室蘭（ムロラン）,47423,2023,11,9,10,0,12.2,4,9,49,4,,,,,,,0,31.8,5,2023,8,26,32.8,8,1929,8,8,21.4,8,2023,11,3,1923
22036,北海道日高地方,日高（ヒダカ）,,2023,11,9,10,0,9.0,4,10,0,4,,,,,,,0,35.2,5,2023,8,25,35.8,8,2021,7,31,19.3,8,2023,11,6,1977
22141,北海道日高地方,日高門別（ヒダカモンベツ）,,2023,11,9,10,0,12.7,4,9,52,4,,,,,,,0,31.8,5,2023,8,12,32.2,8,2021,7,27,19.1,8,2004,11,1,1976
22156,北海道日高地方,新和（シンワ）,,2023,11,9,10,0,10.9,4,10,0,4,,,,,,,0,35.8,5,2023,8,25,36.0,8,2007,8,13,20.9,8,2004,11,1,1977
22241,北海道日高地方,静内（シズナイ）,,2023,11,9,10,0,12.2,4,10,0,4,,,,,,,0,33.8,5,2023,8,28,33.8,8,2023,8,28,20.3,8,2023,11,3,1977
22291,北海道日高地方,三石（ミツイシ）,,2023,11,9,10,0,12.0,4,8,59,4,,,,,,,0,33.4,5,2023,8,28,33.4,8,2023,8,28,20.6,8,2023,11,3,1977
22306,北海道日高地方,中杵臼（ナカキネウス）,,2023,11,9,10,0,12.4,4,9,45,4,,,,,,,0,33.8,5,2023,8,25,33.8,8,2023,8,25,19.4,8,2006,11,6,1978
22327,北海道日高地方,浦河（ウラカワ）,47426,2023,11,9,10,0,13.2,4,9,43,4,,,,,,,0,31.5,5,2023,8,28,31.5,8,2023,8,28,19.1,8,2023,11,3,1927
22391,北海道日高地方,えりも岬（エリモミサキ）,,2023,11,9,10,0,12.4,4,9,55,4,,,,,,,0,28.5,5,2023,8,27,28.5,8,2023,8,27,18.2,8,1979,11,5,1978
23031,北海道渡島地方,長万部（オシャマンベ）,,2023,11,9,10,0,11.2,4,10,0,4,,,,,,,0,31.8,5,2023,7,29,32.6,8,2021,7,18,21.7,8,2023,11,3,1977
23086,北海道渡島地方,八雲（ヤクモ）,,2023,11,9,10,0,10.3,4,9,41,4,,,,,,,0,33.4,5,2023,8,26,33.5,8,2021,7,20,22.1,8,2023,11,3,1977
23166,北海道渡島地方,森（モリ）,,2023,11,9,10,0,11.6,4,9,49,4,,,,,,,0,33.6,5,2023,8,31,33.6,8,2023,8,31,22.0,8,2023,11,3,2002
23206,北海道渡島地方,川汲（カックミ）,,2023,11,9,10,0,13.2,4,9,58,4,,,,,,,0,33.4,5,2023,8,31,33.4,8,2023,8,31,21.6,8,2023,11,3,1977
23226,北海道渡島地方,北斗（ホクト）,,2023,11,9,10,0,12.5,4,10,0,4,,,,,,,0,34.5,5,2023,8,24,34.5,8,2023,8,24,24.0,8,2023,11,3,1977
23232,北海道渡島地方,函館（ハコダテ）,47430,2023,11,9,10,0,10.4,4,9,10,4,,,,,,,0,35.4,5,2023,8,10,35.4,8,2023,8,10,22.7,8,2023,11,3,1872
23281,北海道渡島地方,高松（タカマツ）,,2023,11,9,10,0,12.9,4,9,59,4,,,,,,,0,33.1,5,2023,8,10,33.1,8,2023,8,10,20.6,8,2023,11,3,2003
23326,北海道渡島地方,木古内（キコナイ）,,2023,11,9,10,0,11.9,4,9,52,4,,,,,,,0,34.2,5,2023,7,29,34.2,8,2023,7,29,23.4,8,2023,11,3,1977
23376,北海道渡島地方,松前（マツマエ）,,2023,11,9,10,0,13.1,4,9,50,4,,,,,,,0,34.2,5,2023,8,24,34.2,8,2023,8,24,21.4,8,2023,11,6,1977
24141,北海道渡島地方,熊石（クマイシ）,,2023,11,9,10,0,11.8,4,10,0,4,,,,,,,0,33.4,5,2023,8,10,33.5,8,1978,8,3,20.1,8,2023,11,3,1977
24041,北海道檜山地方,せたな（セタナ）,,2023,11,9,10,0,11.6,4,9,59,4,,,,,,,0,32.7,5,2023,8,23,32.8,8,1999,8,4,20.2,8,2023,11,3,1977
24051,北海道檜山地方,今金（イマカネ）,,2023,11,9,10,0,11.3,4,9,59,4,,,,,,,0,34.5,5,2023,8,23,34.8,8,2006,8,9,21.0,8,2023,11,3,1977
24101,北海道檜山地方,奥尻（オクシリ）,,2023,11,9,10,0,12.9,4,9,55,4,,,,,,,0,32.8,5,2023,8,10,32.8,8,2023,8,10,20.8,8,2023,11,3,2000
24156,北海道檜山地方,米岡（ヨネオカ）,,2023,11,9,10,0,11.6,4,9,57,4,,,,,,,0,32.7,5,2023,8,10,32.7,8,2023,8,10,18.8,8,2023,11,6,2003
24201,北海道檜山地方,鶉（ウズラ）,,2023,11,9,10,0,10.7,4,10,0,4,,,,,,,0,35.0,5,2023,8,10,35.0,8,2023,8,10,21.6,8,2023,11,3,1977
24217,北海道檜山地方,江差（エサシ）,47428,2023,11,9,10,0,13.2,4,9,55,4,,,,,,,0,34.6,5,2023,8,31,34.6,8,2023,8,31,23.0,8,2023,11,6,1941
31001,青森県,大間（オオマ）,,2023,11,9,10,0,13.9,4,9,54,4,,,,,,,0,32.9,5,2023,8,24,32.9,8,2023,8,24,22.0,8,2003,11,3,1976
31111,青森県,むつ（ムツ）,47576,2023,11,9,10,0,13.0,4,9,57,4,,,,,,,0,35.3,5,2023,8,10,35.3,8,2023,8,10,22.6,8,2023,11,3,1935
31121,青森県,小田野沢（オダノサワ）,,2023,11,9,10,0,13.6,4,10,0,4,,,,,,,0,34.9,5,2023,8,4,34.9,8,2023,8,4,24.2,8,2023,11,3,1976
31136,青森県,今別（イマベツ）,,2023,11,9,10,0,13.0,4,9,59,4,,,,,,,0,33.7,5,2023,8,26,33.7,8,2023,8,26,22.8,8,2023,11,3,1976
31156,青森県,脇野沢（ワキノサワ）,,2023,11,9,10,0,13.0,4,10,0,4,,,,,,,0,34.6,5,2023,8,24,34.6,8,2023,8,24,22.8,8,2023,11,3,1976
31186,青森県,市浦（シウラ）,,2023,11,9,10,0,12.8,4,10,0,4,,,,,,,0,37.2,5,2023,8,10,37.2,8,2023,8,10,22.3,8,2023,11,3,1976
31201,青森県,蟹田（カニタ）,,2023,11,9,10,0,12.4,4,9,55,4,,,,,,,0,34.6,5,2023,8,24,34.6,8,2023,8,24,24.6,8,2023,11,3,1976
31296,青森県,五所川原（ゴショガワラ）,,2023,11,9,10,0,11.3,4,9,59,4,,,,,,,0,39.0,5,2023,8,10,39.0,8,2023,8,10,24.8,8,2023,11,3,1976
31312,青森県,青森（アオモリ）,47575,2023,11,9,10,0,12.3,4,10,0,4,,,,,,,0,36.3,5,2023,8,16,36.7,8,1994,8,12,24.1,8,2023,11,3,1882
31332,青森県,野辺地（ノヘジ）,,2023,11,9,10,0,12.5,4,9,56,4,,,,,,,0,35.6,5,2023,8,10,35.6,8,2023,8,10,25.4,8,2023,11,3,2008
31336,青森県,六ケ所（ロッカショ）,,2023,11,9,10,0,12.3,4,9,52,4,,,,,,,0,34.4,5,2023,8,24,34.4,8,2023,8,24,24.6,8,2023,11,3,1982
31366,青森県,鰺ケ沢（アジガサワ）,,2023,11,9,10,0,12.5,4,9,14,4,,,,,,,0,36.9,5,2023,8,10,36.9,8,2023,8,10,24.1,8,2023,11,6,1976
31386,青森県,青森大谷（アオモリオオタニ）,,2023,11,9,10,0,11.3,4,9,59,4,,,,,,,0,35.7,5,2023,8,10,35.7,8,2023,8,10,22.1,8,2023,11,6,2003
31436,青森県,深浦（フカウラ）,47574,2023,11,9,10,0,13.5,4,10,0,4,,,,,,,0,35.1,5,2023,8,15,37.9,8,1978,8,3,25.1,8,2023,11,6,1940
31461,青森県,弘前（ヒロサキ）,,2023,11,9,10,0,13.5,4,9,59,4,,,,,,,0,39.3,5,2023,8,10,39.3,8,2023,8,10,24.2,8,2020,11,19,1976
31466,青森県,黒石（クロイシ）,,2023,11,9,10,0,12.2,4,10,0,4,,,,,,,0,36.4,5,2023,8,10,36.4,8,2023,8,10,23.2,8,2020,11,19,1976
31482,青森県,酸ケ湯（スカユ）,,2023,11,9,10,0,9.9,4,10,0,4,,,,,,,0,30.7,5,2023,8,10,30.8,8,1978,8,3,18.8,8,2023,11,6,1976
31506,青森県,三沢（ミサワ）,,2023,11,9,10,0,12.9,4,10,0,4,,,,,,,0,37.0,5,2023,8,5,37.0,8,2023,8,5,24.8,8,2023,11,3,1976
31586,青森県,十和田（トワダ）,,2023,11,9,10,0,11.8,4,9,55,4,,,,,,,0,35.4,5,2023,8,23,35.8,8,2004,7,31,24.3,8,2003,11,3,1976
31602,青森県,八戸（ハチノヘ）,47581,2023,11,9,10,0,15.0,4,9,58,4,,,,,,,0,36.7,5,2023,8,10,37.0,8,1978,8,3,24.9,8,2003,11,3,1936
31646,青森県,碇ケ関（イカリガセキ）,,2023,11,9,10,0,12.7,4,10,0,4,,,,,,,0,37.2,5,2023,8,10,37.9,8,1999,8,10,21.7,8,2020,11,19,1976
31662,青森県,休屋（ヤスミヤ）,,2023,11,9,10,0,9.3,4,10,0,4,,,,,,,0,33.4,5,2023,8,10,33.7,8,2021,8,7,21.0,8,2020,11,19,1982
31721,青森県,三戸（サンノヘ）,,2023,11,9,10,0,11.2,4,9,57,4,,,,,,,0,37.4,5,2023,8,5,37.7,8,1999,7,27,25.2,8,2023,11,3,1976
32056,秋田県,八森（ハチモリ）,,2023,11,9,10,0,14.5,4,9,56,4,,,,,,,0,35.6,5,2023,8,15,37.4,8,1978,8,3,24.2,8,2023,11,6,1976
32111,秋田県,能代（ノシロ）,,2023,11,9,10,0,11.6,4,10,0,4,,,,,,,0,38.4,5,2023,8,10,39.1,8,1978,8,3,23.5,8,2020,11,19,1976
32126,秋田県,鷹巣（タカノス）,,2023,11,9,10,0,8.7,4,9,56,4,,,,,,,0,38.9,5,2023,8,8,38.9,8,2023,8,8,23.9,8,2023,11,3,1976
32136,秋田県,大館（オオダテ）,,2023,11,9,10,0,7.7,4,9,59,4,,,,,,,0,38.8,5,2023,8,23,38.8,8,2023,8,23,23.8,8,2023,11,3,1976
32146,秋田県,鹿角（カヅノ）,,2023,11,9,10,0,5.8,4,9,59,4,,,,,,,0,35.8,5,2023,8,9,37.0,8,2000,7,31,23.1,8,2023,11,3,1976
32181,秋田県,脇神（ワキガミ）,,2023,11,9,10,0,7.0,4,9,55,4,,,,,,,0,36.2,5,2023,8,23,37.3,8,2019,8,15,22.8,8,2023,11,3,2003
32206,秋田県,湯瀬（ユゼ）,,2023,11,9,10,0,7.9,4,9,57,4,,,,,,,0,35.8,5,2023,8,10,36.0,8,2000,7,31,22.8,8,2020,11,19,1976
32266,秋田県,八幡平（ハチマンタイ）,,2023,11,9,10,0,12.4,4,10,0,4,,,,,,,0,32.1,5,2023,8,23,32.8,8,2007,8,14,20.2,8,2020,11,19,1978
32286,秋田県,男鹿（オガ）,,2023,11,9,10,0,12.5,4,10,0,4,,,,,,,0,35.3,5,2023,8,23,35.6,8,2000,7,31,22.5,8,2023,11,3,1976
32287,秋田県,大潟（オオガタ）,,2023,11,9,10,0,12.3,4,10,0,4,,,,,,,0,37.2,5,2023,8,9,38.1,8,1978,8,3,24.4,8,2020,11,19,1977
32296,秋田県,五城目（ゴジョウメ）,,2023,11,9,10,0,12.2,4,9,59,4,,,,,,,0,38.0,5,2023,8,9,38.1,8,2020,9,3,24.6,8,2020,11,19,1976
32311,秋田県,阿仁合（アニアイ）,,2023,11,9,10,0,9.0,4,9,59,4,,,,,,,0,36.4,5,2023,8,23,37.1,8,1978,8,3,24.3,8,2020,11,19,1976
32402,秋田県,秋田（アキタ）,47582,2023,11,9,10,0,13.7,4,10,0,4,,,,,,,0,38.5,5,2023,8,23,38.5,8,2023,8,23,25.2,8,2020,11,19,1882
32407,秋田県,岩見三内（イワミサンナイ）,,2023,11,9,10,0,13.5,4,9,59,4,,,,,,,0,36.5,5,2023,8,23,37.7,8,2000,7,31,24.8,8,2020,11,19,1976
32451,秋田県,雄和（ユウワ）,,2023,11,9,10,0,10.7,4,9,57,4,,,,,,,0,37.2,5,2023,8,23,37.2,8,2023,8,23,24.3,8,2020,11,19,2003
32466,秋田県,角館（カクノダテ）,,2023,11,9,10,0,13.3,4,10,0,4,,,,,,,0,37.1,5,2023,8,31,37.8,8,2000,7,31,24.3,8,2003,11,3,1976
32476,秋田県,田沢湖（タザワコ）,,2023,11,9,10,0,13.9,4,10,0,4,,,,,,,0,36.0,5,2023,8,25,36.5,8,2018,8,23,23.2,8,2020,11,19,1976
32496,秋田県,大正寺（ダイショウジ）,,2023,11,9,10,0,9.8,4,10,0,4,,,,,,,0,36.3,5,2023,8,23,37.2,8,1978,8,3,24.3,8,2023,11,3,1976
32551,秋田県,大曲（オオマガリ）,,2023,11,9,10,0,9.8,4,10,0,4,,,,,,,0,37.3,5,2023,8,31,37.6,8,2000,7,31,24.4,8,2023,11,3,1976
32571,秋田県,本荘（ホンジョウ）,,2023,11,9,10,0,14.9,4,9,59,4,,,,,,,0,37.0,5,2023,8,23,37.8,8,2018,8,23,26.0,8,2020,11,19,1976
32581,秋田県,東由利（ヒガシユリ）,,2023,11,9,10,0,11.1,4,10,0,4,,,,,,,0,37.0,5,2023,8,31,38.0,8,2000,7,31,25.5,8,2023,11,3,1976
32596,秋田県,横手（ヨコテ）,,2023,11,9,10,0,8.7,4,10,0,4,,,,,,,0,39.2,5,2023,8,31,39.2,8,2023,8,31,25.9,8,2023,11,3,1976
32616,秋田県,にかほ（ニカホ）,,2023,11,9,10,0,16.4,4,10,0,4,,,,,,,0,37.8,5,2023,8,10,38.2,8,2020,9,3,27.3,8,2023,11,6,1976
32626,秋田県,矢島（ヤシマ）,,2023,11,9,10,0,13.3,4,10,0,4,,,,,,,0,35.9,5,2023,8,24,37.7,8,2000,7,31,25.4,8,2023,11,3,1976
32691,秋田県,湯沢（ユザワ）,,2023,11,9,10,0,11.7,4,10,0,4,,,,,,,0,35.8,5,2023,8,31,36.8,8,2015,7,13,25.2,8,2020,11,19,1976
32771,秋田県,湯の岱（ユノタイ）,,2023,11,9,10,0,13.4,4,10,0,4,,,,,,,0,33.1,5,2023,8,5,35.3,8,1999,7,27,22.9,8,2003,11,3,1976
33006,岩手県,種市（タネイチ）,,2023,11,9,10,0,14.2,4,9,49,4,,,,,,,0,35.0,5,2023,7,30,35.4,8,2015,8,5,23.5,8,2023,11,3,1976
33026,岩手県,軽米（カルマイ）,,2023,11,9,10,0,14.3,4,10,0,4,,,,,,,0,35.8,5,2023,8,6,36.2,8,2018,8,23,23.5,8,2023,11,3,1976
33071,岩手県,二戸（ニノヘ）,,2023,11,9,10,0,8.1,4,10,0,4,,,,,,,0,34.9,5,2023,8,6,35.8,8,1994,8,10,23.8,8,2023,11,3,1976
33136,岩手県,山形（ヤマガタ）,,2023,11,9,10,0,10.7,4,10,0,4,,,,,,,0,36.0,5,2023,8,10,36.4,8,2018,8,23,24.4,8,2020,11,19,1977
33146,岩手県,久慈（クジ）,,2023,11,9,10,0,14.5,4,9,55,4,,,,,,,0,36.4,5,2023,8,3,36.4,8,2023,8,3,26.0,8,2023,11,3,1976
33166,岩手県,荒屋（アラヤ）,,2023,11,9,10,0,12.2,4,9,52,4,,,,,,,0,33.7,5,2023,8,26,35.0,8,2018,8,23,23.0,8,2023,11,3,1976
33176,岩手県,奥中山（オクナカヤマ）,,2023,11,9,10,0,10.8,4,10,0,4,,,,,,,0,32.6,5,2023,8,5,33.5,8,2018,8,23,20.4,8,2023,11,3,1977
33186,岩手県,葛巻（クズマキ）,,2023,11,9,10,0,12.1,4,10,0,4,,,,,,,0,33.1,5,2023,8,6,34.7,8,2007,8,12,21.8,8,2020,11,19,1976
33206,岩手県,普代（フダイ）,,2023,11,9,10,0,15.5,4,9,53,4,,,,,,,0,36.7,5,2023,8,3,37.7,8,1978,8,3,26.8,8,2023,11,3,1976
33226,岩手県,岩手松尾（イワテマツオ）,,2023,11,9,10,0,7.8,4,10,0,4,,,,,,,0,35.7,5,2023,8,5,35.7,8,2023,8,5,23.0,8,2023,11,3,1976
33296,岩手県,好摩（コウマ）,,2023,11,9,10,0,10.9,4,10,0,4,,,,,,,0,34.9,5,2023,7,25,36.0,8,1999,7,27,22.8,8,2023,11,3,1976
33326,岩手県,岩泉（イワイズミ）,,2023,11,9,10,0,11.1,4,9,56,4,,,,,,,0,37.3,5,2023,8,24,38.5,8,1994,8,12,25.8,8,2023,11,3,1976
33336,岩手県,小本（オモト）,,2023,11,9,10,0,15.5,4,9,59,4,,,,,,,0,36.9,5,2023,7,31,36.9,8,2023,7,31,26.8,8,2023,11,3,1977
33371,岩手県,薮川（ヤブカワ）,,2023,11,9,10,0,11.3,4,9,56,4,,,,,,,0,30.3,5,2023,8,8,31.8,8,2018,8,23,20.5,8,2020,11,19,1976
33421,岩手県,雫石（シズクイシ）,,2023,11,9,10,0,9.1,4,10,0,4,,,,,,,0,34.8,5,2023,8,31,35.8,4,1978,8,2,23.2,8,2023,11,3,1976
33431,岩手県,盛岡（モリオカ）,47584,2023,11,9,10,0,10.5,4,9,53,4,,,,,,,0,36.4,5,2023,8,5,37.2,8,1924,7,12,22.6,8,2023,11,3,1923
33441,岩手県,区界（クザカイ）,,2023,11,9,10,0,11.1,4,9,21,4,,,,,,,0,29.7,5,2023,8,25,31.6,8,2018,8,23,19.9,8,2020,11,19,1993
33472,岩手県,宮古（ミヤコ）,47585,2023,11,9,10,0,15.4,4,10,0,4,,,,,,,0,36.2,5,2023,8,3,37.3,8,1933,7,23,26.9,8,1940,11,7,1883
33486,岩手県,沢内（サワウチ）,,2023,11,9,10,0,12.2,4,9,57,4,,,,,,,0,32.0,5,2023,8,31,34.1,8,2018,8,23,22.3,8,2023,11,3,2017
33501,岩手県,紫波（シワ）,,2023,11,9,10,0,10.0,4,10,0,4,,,,,,,0,35.1,5,2023,8,3,36.3,8,2007,8,14,21.8,8,2023,11,3,1976
33526,岩手県,川井（カワイ）,,2023,11,9,10,0,10.0,4,10,0,4,,,,,,,0,37.4,5,2023,7,30,37.5,8,2007,8,13,25.2,8,2023,11,3,1977
33576,岩手県,花巻（ハナマキ）,,2023,11,9,10,0,10.4,4,10,0,4,,,,,,,0,36.0,5,2023,8,5,36.6,8,2015,7,22,22.5,8,2023,11,3,2003
33581,岩手県,大迫（オオハサマ）,,2023,11,9,10,0,11.7,4,9,51,4,,,,,,,0,36.2,5,2023,8,5,36.4,8,2018,8,23,23.7,8,2023,11,3,1976
33616,岩手県,山田（ヤマダ）,,2023,11,9,10,0,15.2,4,9,53,4,,,,,,,0,35.4,5,2023,7,31,37.5,8,2015,7,14,25.5,8,2023,11,3,1976
33631,岩手県,湯田（ユダ）,,2023,11,9,10,0,7.8,4,9,58,4,,,,,,,0,34.4,5,2023,8,5,34.9,8,2018,8,23,23.4,8,2023,11,3,1976
33671,岩手県,遠野（トオノ）,,2023,11,9,10,0,11.8,4,9,59,4,,,,,,,0,35.1,5,2023,8,5,36.5,8,2007,8,14,24.2,8,1977,11,1,1976
33716,岩手県,北上（キタカミ）,,2023,11,9,10,0,10.3,4,10,0,4,,,,,,,0,35.7,5,2023,7,29,37.0,8,2019,8,8,22.4,8,2023,11,3,1976
33751,岩手県,釜石（カマイシ）,,2023,11,9,10,0,16.9,4,9,59,4,,,,,,,0,37.7,5,2023,7,26,38.8,8,1994,8,14,26.6,8,2023,11,3,1976
33776,岩手県,若柳（ワカヤナギ）,,2023,11,9,10,0,10.5,4,9,59,4,,,,,,,0,35.5,5,2023,7,29,36.9,8,2015,8,5,22.7,8,1979,11,2,1976
33781,岩手県,江刺（エサシ）,,2023,11,9,10,0,11.1,4,10,0,4,,,,,,,0,36.4,5,2023,8,3,37.3,8,2021,7,19,23.9,8,1977,11,1,1976
33801,岩手県,住田（スミタ）,,2023,11,9,10,0,13.4,4,9,49,4,,,,,,,0,36.3,5,2023,7,29,36.7,8,2020,8,11,23.3,8,1977,11,1,1977
