観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),9日の最高気温(℃),9日の最高気温の品質情報,9日の最高気温起時（時）,9日の最高気温起時（分）,9日の最高気温起時の品質情報,平年差（℃）,前日差（℃）,該当旬（月）,該当旬（旬）,極値更新,10年未満での極値更新,今年最高,今年の最高気温（℃)（8日まで）,今年の最高気温（8日まで）の品質情報,今年の最高気温（8日まで）を観測した起日（年）,今年の最高気温（8日まで）を観測した起日（月）,今年の最高気温（8日まで）を観測した起日（日）,8日までの観測史上1位の値（℃）,8日までの観測史上1位の値の品質情報,8日までの観測史上1位の値を観測した起日（年）,8日までの観測史上1位の値を観測した起日（月）,8日までの観測史上1位の値を観測した起日（日）,8日までの11月の1位の値,8日までの11月の1位の値の品質情報,8日までの11月の1位の値の起日（年）,8日までの11月の1位の値の起日（月）,8日までの11月の1位の値の起日（日）,統計開始年
45116,千葉県,佐倉（サクラ）,,2023,11,9,10,0,17.4,4,9,53,4,,,,,,,0,37.4,5,2023,7,26,39.1,8,1995,8,20,28.1,8,2023,11,7,1978
45121,千葉県,成田（ナリタ）,,2023,11,9,10,0,17.9,4,9,52,4,,,,,,,0,37.1,5,2023,7,30,38.4,8,2004,7,20,27.4,8,2023,11,7,2003
45147,千葉県,銚子（チョウシ）,47648,2023,11,9,10,0,19.7,4,10,0,4,,,,,,,0,33.4,5,2023,8,4,35.3,8,1962,8,4,25.4,8,2023,11,4,1887
45181,千葉県,横芝光（ヨコシバヒカリ）,,2023,11,9,10,0,18.9,4,10,0,4,,,,,,,0,36.5,5,2023,8,4,38.1,8,1995,8,28,26.8,8,2023,11,4,1978
45212,千葉県,千葉（チバ）,47682,2023,11,9,10,0,19.1,4,9,57,4,,,,,,,0,36.8,5,2023,7,26,38.5,8,2015,8,7,27.5,8,2023,11,7,1966
45261,千葉県,茂原（モバラ）,,2023,11,9,10,0,18.0,4,10,0,4,,,,,,,0,37.9,5,2023,7,30,39.9,8,2013,8,11,27.4,8,2023,11,7,1978
45282,千葉県,木更津（キサラヅ）,,2023,11,9,10,0,17.1,4,9,52,4,,,,,,,0,37.2,5,2023,7,18,37.6,8,2015,8,7,26.4,8,2023,11,2,2006
45291,千葉県,牛久（ウシク）,,2023,11,9,10,0,15.7,4,9,56,4,,,,,,,0,38.0,5,2023,7,30,40.2,8,2004,7,20,27.2,8,2023,11,7,1978
45326,千葉県,坂畑（サカハタ）,,2023,11,9,10,0,17.5,4,9,57,4,,,,,,,0,36.7,5,2023,7,26,37.0,8,2004,7,20,26.2,8,2023,11,2,1978
45361,千葉県,鴨川（カモガワ）,,2023,11,9,10,0,19.2,4,9,58,4,,,,,,,0,37.0,5,2023,8,4,37.0,8,2023,8,4,27.4,8,2023,11,4,1978
45371,千葉県,勝浦（カツウラ）,47674,2023,11,9,10,0,19.4,4,9,11,4,,,,,,,0,34.5,5,2023,7,17,34.9,8,1924,8,23,25.9,8,1945,11,1,1906
45401,千葉県,館山（タテヤマ）,47672,2023,11,9,10,0,18.9,4,10,0,4,,,,,,,0,35.3,5,2023,7,26,36.6,8,1994,8,3,26.2,8,2023,11,4,1968
46091,神奈川県,海老名（エビナ）,,2023,11,9,10,0,18.1,4,10,0,4,,,,,,,0,37.4,5,2023,7,17,38.1,8,2016,8,9,27.9,8,2023,11,7,1978
46106,神奈川県,横浜（ヨコハマ）,47670,2023,11,9,10,0,17.7,4,10,0,4,,,,,,,0,37.3,5,2023,7,18,37.4,8,2016,8,9,27.3,8,2023,11,7,1896
46141,神奈川県,辻堂（ツジドウ）,,2023,11,9,10,0,18.8,4,10,0,4,,,,,,,0,36.3,5,2023,7,17,36.9,8,2020,8,16,25.5,8,2023,11,7,1992
46166,神奈川県,小田原（オダワラ）,,2023,11,9,10,0,18.3,4,9,49,4,,,,,,,0,38.0,5,2023,8,4,38.0,8,2023,8,4,28.1,8,2023,11,7,1978
46211,神奈川県,三浦（ミウラ）,,2023,11,9,10,0,19.0,4,9,53,4,,,,,,,0,35.2,5,2023,7,26,36.4,8,2004,7,21,25.0,8,2022,11,3,1978
48031,長野県,野沢温泉（ノザワオンセン）,,2023,11,9,10,0,10.7,4,10,0,4,,,,,,,0,33.9,5,2023,8,6,36.4,8,1994,8,13,22.4,8,2023,11,6,1978
48061,長野県,信濃町（シナノマチ）,,2023,11,9,10,0,13.7,4,10,0,4,,,,,,,0,33.5,5,2023,8,8,34.6,8,2018,8,22,22.5,8,2020,11,19,1978
48066,長野県,飯山（イイヤマ）,,2023,11,9,10,0,14.4,4,10,0,4,,,,,,,0,36.6,5,2023,8,24,37.6,8,1994,8,14,25.5,8,2020,11,20,1978
48141,長野県,白馬（ハクバ）,,2023,11,9,10,0,13.4,4,9,59,4,,,,,,,0,34.0,5,2023,7,28,36.2,8,1994,8,16,24.2,8,2023,11,3,1978
48156,長野県,長野（ナガノ）,47610,2023,11,9,10,0,15.6,4,9,55,4,,,,,,,0,36.8,5,2023,8,17,38.7,8,1994,8,16,26.2,8,1977,11,8,1889
48191,長野県,大町（オオマチ）,,2023,11,9,10,0,12.9,4,10,0,4,,,,,,,0,34.0,5,2023,8,19,35.5,8,2018,8,5,24.0,8,2023,11,3,1978
48196,長野県,信州新町（シンシュウシンマチ）,,2023,11,9,10,0,13.0,4,10,0,4,,,,,,,0,35.6,5,2023,8,29,38.6,8,1994,8,16,25.2,8,2023,11,3,1978
48216,長野県,菅平（スガダイラ）,,2023,11,9,10,0,11.0,4,9,53,4,,,,,,,0,29.5,5,2023,8,18,30.4,8,1994,8,15,21.2,8,2023,11,3,1978
48256,長野県,上田（ウエダ）,,2023,11,9,10,0,13.3,4,10,0,4,,,,,,,0,38.4,5,2023,8,18,38.8,8,2022,7,2,26.4,8,2009,11,1,1976
48296,長野県,穂高（ホタカ）,,2023,11,9,10,0,11.1,4,10,0,4,,,,,,,0,37.1,5,2023,8,5,37.8,8,2013,7,12,24.8,8,1987,11,3,1978
48321,長野県,東御（トウミ）,,2023,11,9,10,0,13.5,4,9,59,4,,,,,,,0,32.1,5,2023,7,29,33.6,8,2018,7,15,24.1,8,2023,11,3,1978
48331,長野県,軽井沢（カルイザワ）,47622,2023,11,9,10,0,11.2,4,9,58,4,,,,,,,0,31.8,5,2023,7,30,34.2,8,1946,7,16,23.3,8,2023,11,3,1925
48361,長野県,松本（マツモト）,47618,2023,11,9,10,0,11.3,4,9,59,4,,,,,,,0,36.6,5,2023,8,18,38.5,8,1942,8,2,26.3,8,2023,11,3,1898
48363,長野県,松本今井（マツモトイマイ）,,2023,11,9,10,0,10.6,4,10,0,4,,,,,,,0,35.6,5,2023,8,19,36.6,8,2020,8,15,26.0,8,2023,11,3,2003
48381,長野県,立科（タテシナ）,,2023,11,9,10,0,13.9,4,9,58,4,,,,,,,0,35.3,5,2023,7,29,36.0,8,2022,7,2,25.0,8,2023,11,3,1978
48386,長野県,佐久（サク）,,2023,11,9,10,0,15.6,4,9,58,4,,,,,,,0,36.2,5,2023,7,29,37.1,8,2022,6,29,26.3,8,2023,11,3,1978
48466,長野県,奈川（ナガワ）,,2023,11,9,10,0,13.7,4,10,0,4,,,,,,,0,32.9,5,2023,7,29,34.4,8,2020,8,20,23.3,8,2023,11,3,1978
48491,長野県,諏訪（スワ）,47620,2023,11,9,10,0,11.4,4,10,0,4,,,,,,,0,34.0,5,2023,7,29,35.5,8,1995,8,20,22.9,8,1977,11,1,1945
48531,長野県,開田高原（カイダコウゲン）,,2023,11,9,10,0,11.5,4,9,58,4,,,,,,,0,31.6,5,2023,7,27,32.2,8,2018,7,15,21.1,8,2023,11,3,1978
48536,長野県,木祖薮原（キソヤブハラ）,,2023,11,9,10,0,11.4,4,9,38,4,,,,,,,0,33.9,5,2023,7,17,36.2,8,2020,8,20,23.8,8,2023,11,3,2019
48546,長野県,辰野（タツノ）,,2023,11,9,10,0,13.4,4,10,0,4,,,,,,,0,35.2,5,2023,7,17,36.4,8,2021,8,6,23.0,8,2023,11,3,1978
48561,長野県,原村（ハラムラ）,,2023,11,9,10,0,12.9,4,9,51,4,,,,,,,0,32.7,5,2023,8,4,33.9,8,2020,8,20,22.8,8,2023,11,3,1978
48571,長野県,野辺山（ノベヤマ）,,2023,11,9,10,0,9.9,4,9,59,4,,,,,,,0,30.2,5,2023,7,16,31.0,8,2003,8,23,21.5,8,2023,11,3,1978
48606,長野県,木曽福島（キソフクシマ）,,2023,11,9,10,0,13.9,4,10,0,4,,,,,,,0,36.1,5,2023,8,12,36.1,8,2023,8,12,23.8,8,2023,11,3,1976
48621,長野県,伊那（イナ）,,2023,11,9,10,0,13.4,4,10,0,4,,,,,,,0,36.7,5,2023,8,19,37.2,8,2018,8,1,24.3,8,2023,11,2,1993
48717,長野県,南木曽（ナギソ）,,2023,11,9,10,0,13.3,4,9,58,4,,,,,,,0,35.1,5,2023,8,14,35.7,8,2018,8,6,23.3,8,2023,11,6,1978
48731,長野県,飯島（イイジマ）,,2023,11,9,10,0,12.5,4,9,48,4,,,,,,,0,35.5,5,2023,8,12,35.5,8,2023,8,12,22.4,8,2000,11,2,1978
48767,長野県,飯田（イイダ）,47637,2023,11,9,10,0,13.5,4,9,52,4,,,,,,,0,37.0,5,2023,7,17,37.7,8,2018,8,6,26.1,8,1923,11,1,1897
48826,長野県,浪合（ナミアイ）,,2023,11,9,10,0,14.6,4,9,50,4,,,,,,,0,32.5,5,2023,8,13,33.5,8,2007,8,17,22.9,8,2023,11,3,1978
48841,長野県,南信濃（ミナミシナノ）,,2023,11,9,10,0,14.2,4,10,0,4,,,,,,,0,37.8,5,2023,8,13,39.5,8,2020,8,17,24.7,8,2023,11,6,1978
49036,山梨県,大泉（オオイズミ）,,2023,11,9,10,0,13.7,4,9,56,4,,,,,,,0,35.1,5,2023,7,26,36.5,8,2013,8,11,24.0,8,2023,11,7,1977
49086,山梨県,韮崎（ニラサキ）,,2023,11,9,10,0,16.2,4,10,0,4,,,,,,,0,37.5,5,2023,7,25,38.4,8,1994,8,2,26.5,8,2023,11,7,1977
49142,山梨県,甲府（コウフ）,47638,2023,11,9,10,0,16.3,4,9,55,4,,,,,,,0,38.7,5,2023,7,25,40.7,8,2013,8,10,29.6,8,1923,11,1,1894
49151,山梨県,勝沼（カツヌマ）,,2023,11,9,10,0,15.0,4,9,59,4,,,,,,,0,38.8,5,2023,7,17,40.5,8,2013,8,10,27.4,8,2023,11,7,1977
49161,山梨県,大月（オオツキ）,,2023,11,9,10,0,15.0,4,10,0,4,,,,,,,0,38.7,5,2023,7,10,39.9,8,1990,7,19,26.1,8,1979,11,5,1977
49196,山梨県,古関（フルセキ）,,2023,11,9,10,0,15.1,4,10,0,4,,,,,,,0,36.3,5,2023,7,26,38.6,8,2013,8,10,25.2,8,2023,11,7,1978
49236,山梨県,切石（キリイシ）,,2023,11,9,10,0,15.7,4,9,46,4,,,,,,,0,37.5,5,2023,7,26,39.2,8,2016,8,9,27.7,8,2023,11,7,1977
49251,山梨県,河口湖（カワグチコ）,47640,2023,11,9,10,0,12.4,4,10,0,4,,,,,,,0,34.9,5,2023,7,30,35.3,8,2013,7,12,24.1,8,2023,11,7,1933
49256,山梨県,山中（ヤマナカ）,,2023,11,9,10,0,12.2,4,10,0,4,,,,,,,0,33.1,5,2023,7,16,33.6,8,2022,8,3,25.2,8,2023,11,7,1977
49316,山梨県,南部（ナンブ）,,2023,11,9,10,0,17.5,4,9,51,4,,,,,,,0,37.8,5,2023,7,26,38.9,8,2016,8,9,27.3,8,2023,11,7,1977
50106,静岡県,井川（イカワ）,,2023,11,9,10,0,13.7,4,9,49,4,,,,,,,0,33.9,5,2023,7,18,35.7,8,1994,7,5,22.4,8,1996,11,2,1978
50136,静岡県,御殿場（ゴテンバ）,,2023,11,9,10,0,14.9,4,9,59,4,,,,,,,0,34.9,5,2023,7,26,35.3,8,2016,8,9,24.3,8,2023,11,2,1976
50196,静岡県,富士（フジ）,,2023,11,9,10,0,17.8,4,10,0,4,,,,,,,0,36.6,5,2023,8,13,36.9,8,2002,7,24,26.5,8,2023,11,7,1978
50206,静岡県,三島（ミシマ）,47657,2023,11,9,10,0,18.5,4,10,0,4,,,,,,,0,36.2,5,2023,7,18,37.4,8,2016,8,9,27.8,8,2000,11,2,1930
50211,静岡県,熱海伊豆山（アタミイズサン）,,2023,11,9,10,0,16.8,4,9,27,4,,,,,,,0,34.9,5,2023,7,30,34.9,8,2023,7,30,24.2,8,2023,11,7,2021
50226,静岡県,佐久間（サクマ）,,2023,11,9,10,0,16.6,4,10,0,4,,,,,,,0,38.2,5,2023,7,18,40.2,8,2001,7,24,25.7,8,1979,11,11,1978
50241,静岡県,川根本町（カワネホンチョウ）,,2023,11,9,10,0,15.6,4,10,0,4,,,,,,,0,36.1,5,2023,7,30,39.6,8,2020,8,15,26.3,8,1996,11,2,1978
50261,静岡県,清水（シミズ）,,2023,11,9,10,0,19.1,4,9,22,4,,,,,,,0,36.0,5,2023,9,28,38.2,8,2004,7,13,28.2,8,2023,11,7,1978
50281,静岡県,網代（アジロ）,47668,2023,11,9,10,0,18.1,4,9,35,4,,,,,,,0,35.7,5,2023,7,30,36.8,8,2015,8,6,26.5,8,1977,11,1,1937
50331,静岡県,静岡（シズオカ）,47656,2023,11,9,10,0,19.4,4,9,57,4,,,,,,,0,36.9,5,2023,7,11,38.7,8,1995,8,28,28.0,8,2023,11,7,1940
50386,静岡県,天竜（テンリュウ）,,2023,11,9,10,0,18.4,4,10,0,4,,,,,,,0,37.3,5,2023,7,18,40.9,8,2020,8,16,27.8,8,2023,11,2,1978
50456,静岡県,浜松（ハママツ）,47654,2023,11,9,10,0,20.2,4,10,0,4,,,,,,,0,37.2,5,2023,7,18,41.1,8,2020,8,17,27.8,8,2000,11,2,1882
50476,静岡県,菊川牧之原（キクガワマキノハラ）,,2023,11,9,10,0,17.6,4,10,0,4,,,,,,,0,34.5,5,2023,7,26,37.4,8,2020,8,15,25.9,8,2023,11,2,1978
50477,静岡県,静岡空港（シズオカクウコウ）,,2023,11,9,10,0,18.1,4,10,0,4,,,,,,,0,34.9,5,2023,8,1,36.8,8,2022,8,3,25.1,8,2023,11,6,2009
50491,静岡県,松崎（マツザキ）,,2023,11,9,10,0,20.6,4,9,56,4,,,,,,,0,35.0,5,2023,8,11,37.0,8,2020,8,15,27.4,4,2000,11,2,1978
50506,静岡県,稲取（イナトリ）,,2023,11,9,10,0,17.9,4,9,58,4,,,,,,,0,35.9,5,2023,8,4,36.5,8,2022,8,3,26.2,8,2023,11,4,1978
50536,静岡県,磐田（イワタ）,,2023,11,9,10,0,20.3,4,10,0,4,,,,,,,0,34.9,5,2023,8,13,39.2,8,1994,8,3,26.4,8,2023,11,2,1978
50551,静岡県,御前崎（オマエザキ）,47655,2023,11,9,10,0,20.1,4,9,56,4,,,,,,,0,33.1,5,2023,8,11,36.7,8,2004,7,20,26.1,8,2000,11,2,1932
50561,静岡県,石廊崎（イロウザキ）,47666,2023,11,9,10,0,18.7,4,9,6,4,,,,,,,0,32.5,5,2023,8,5,33.9,8,2004,7,20,25.9,8,2023,11,6,1939
51031,愛知県,愛西（アイサイ）,,2023,11,9,10,0,19.3,4,9,55,4,,,,,,,0,39.3,5,2023,7,27,40.3,8,1994,8,5,25.9,8,2023,11,6,1979
51071,愛知県,稲武（イナブ）,,2023,11,9,10,0,14.8,4,10,0,4,,,,,,,0,34.3,5,2023,7,17,35.5,8,2018,7,23,22.7,8,2009,11,1,1979
51106,愛知県,名古屋（ナゴヤ）,47636,2023,11,9,10,0,18.3,4,9,53,4,,,,,,,0,38.9,5,2023,8,13,40.3,8,2018,8,3,27.2,8,1923,11,1,1890
51116,愛知県,豊田（トヨタ）,,2023,11,9,10,0,17.6,4,10,0,4,,,,,,,0,39.2,5,2023,7,26,39.8,8,2022,7,1,26.5,8,2023,11,6,1979
51216,愛知県,大府（オオブ）,,2023,11,9,10,0,18.0,4,9,58,4,,,,,,,0,37.8,5,2023,8,12,38.9,8,2018,8,6,25.8,8,2023,11,3,2012
51226,愛知県,岡崎（オカザキ）,,2023,11,9,10,0,19.5,4,9,13,4,,,,,,,0,37.6,5,2023,7,18,39.3,8,2018,7,23,26.1,8,2000,11,2,1979
51247,愛知県,新城（シンシロ）,,2023,11,9,10,0,18.0,4,10,0,4,,,,,,,0,37.5,5,2023,7,18,39.6,8,2018,7,23,26.4,8,2023,11,2,2002
51261,愛知県,セントレア（セントレア）,,2023,11,9,10,0,18.6,4,10,0,4,,,,,,,0,34.3,5,2023,8,2,36.1,8,2013,8,10,25.7,8,2023,11,6,2005
51281,愛知県,蒲郡（ガマゴオリ）,,2023,11,9,10,0,20.2,4,9,50,4,,,,,,,0,37.6,5,2023,7,18,38.7,8,1995,8,19,26.7,8,2023,11,5,1979
51311,愛知県,南知多（ミナミチタ）,,2023,11,9,10,0,18.1,4,10,0,4,,,,,,,0,36.5,5,2023,7,26,38.3,8,1994,8,5,25.6,8,2000,11,2,1979
51331,愛知県,豊橋（トヨハシ）,,2023,11,9,10,0,20.6,4,9,59,4,,,,,,,0,35.3,5,2023,8,13,37.9,8,2020,8,16,26.1,8,2023,11,5,2005
51346,愛知県,伊良湖（イラコ）,47653,2023,11,9,10,0,19.4,4,9,58,4,,,,,,,0,36.6,5,2023,7,18,38.4,8,2013,8,11,25.5,8,2023,11,6,1947
52041,岐阜県,河合（カワイ）,,2023,11,9,10,0,11.7,4,10,0,4,,,,,,,0,35.0,5,2023,8,11,36.4,8,1994,8,7,24.3,8,2023,11,5,1978
52051,岐阜県,神岡（カミオカ）,,2023,11,9,10,0,16.0,4,9,59,4,,,,,,,0,35.9,5,2023,8,11,37.3,8,2018,8,5,27.3,8,2023,11,3,1978
52081,岐阜県,白川（シラカワ）,,2023,11,9,10,0,14.7,4,10,0,4,,,,,,,0,35.8,5,2023,8,11,36.5,8,2007,8,11,25.5,8,2023,11,3,1978
52111,岐阜県,栃尾（トチオ）,,2023,11,9,10,0,15.4,4,10,0,4,,,,,,,0,34.1,5,2023,8,11,35.4,8,1994,8,15,24.6,8,2023,11,3,1978
52146,岐阜県,高山（タカヤマ）,47617,2023,11,9,10,0,13.5,4,9,59,4,,,,,,,0,37.0,5,2023,8,11,37.7,8,2019,8,13,25.2,8,2023,11,3,1899
52181,岐阜県,六厩（ムマヤ）,,2023,11,9,10,0,14.3,4,9,55,4,,,,,,,0,32.0,5,2023,8,11,33.5,8,2001,8,2,22.4,8,2023,11,3,1978
52196,岐阜県,宮之前（ミヤノマエ）,,2023,11,9,10,0,14.8,4,10,0,4,,,,,,,0,33.3,5,2023,8,10,33.5,8,2018,8,4,22.8,8,2023,11,3,1978
52221,岐阜県,長滝（ナガタキ）,,2023,11,9,10,0,16.4,4,9,55,4,,,,,,,0,35.9,5,2023,7,27,36.8,8,2018,8,4,23.3,8,2023,11,3,1978
52286,岐阜県,萩原（ハギワラ）,,2023,11,9,10,0,15.6,4,9,59,4,,,,,,,0,37.6,5,2023,7,26,38.3,8,1994,7,15,24.9,8,2023,11,3,1976
52331,岐阜県,八幡（ハチマン）,,2023,11,9,10,0,14.9,4,10,0,4,,,,,,,0,39.1,5,2023,8,12,39.8,8,2018,7,22,23.6,8,2011,11,3,1978
52346,岐阜県,宮地（ミヤジ）,,2023,11,9,10,0,13.6,4,10,0,4,,,,,,,0,36.6,5,2023,8,14,38.9,8,2007,8,16,23.4,8,2003,11,2,1978
52381,岐阜県,樽見（タルミ）,,2023,11,9,10,0,15.6,4,9,58,4,,,,,,,0,37.8,5,2023,7,26,37.8,8,2023,7,26,23.4,8,2023,11,2,1978
52406,岐阜県,金山（カナヤマ）,,2023,11,9,10,0,14.8,4,9,58,4,,,,,,,0,38.1,5,2023,7,26,41.0,8,2018,8,6,25.3,8,2023,11,3,1978
52461,岐阜県,美濃（ミノ）,,2023,11,9,10,0,18.2,4,9,46,4,,,,,,,0,39.2,5,2023,7,27,41.0,8,2018,8,8,26.0,8,2023,11,6,1978
52482,岐阜県,黒川（クロカワ）,,2023,11,9,10,0,16.8,4,9,58,4,,,,,,,0,35.6,5,2023,8,13,37.4,8,2007,8,16,23.4,8,2023,11,6,1998
52511,岐阜県,揖斐川（イビガワ）,,2023,11,9,10,0,17.6,4,9,59,4,,,,,,,0,38.5,5,2023,7,27,39.6,8,2018,7,18,25.8,8,2023,11,3,1978
52536,岐阜県,美濃加茂（ミノカモ）,,2023,11,9,10,0,14.2,4,9,0,4,,,,,,,0,38.8,5,2023,7,26,39.7,8,2018,7,18,25.8,8,2023,11,6,1978
52556,岐阜県,恵那（エナ）,,2023,11,9,10,0,16.2,4,10,0,4,,,,,,,0,37.1,5,2023,7,26,38.8,8,2018,7,23,25.0,8,1984,11,8,1976
52557,岐阜県,中津川（ナカツガワ）,,2023,11,9,10,0,16.4,4,10,0,4,,,,,,,0,37.3,5,2023,8,13,39.2,8,2018,7,23,25.6,8,2023,11,6,2010
52571,岐阜県,関ケ原（セキガハラ）,,2023,11,9,10,0,18.0,4,9,58,4,,,,,,,0,37.6,5,2023,7,27,37.9,8,1994,8,8,25.0,8,2011,11,4,1978
52581,岐阜県,大垣（オオガキ）,,2023,11,9,10,0,18.0,4,10,0,4,,,,,,,0,38.7,5,2023,7,27,38.7,8,2023,7,27,25.9,8,2023,11,3,1978
52586,岐阜県,岐阜（ギフ）,47632,2023,11,9,10,0,19.2,4,9,56,4,,,,,,,0,39.4,5,2023,7,27,39.8,8,2007,8,16,26.7,8,1923,11,1,1883
52606,岐阜県,多治見（タジミ）,,2023,11,9,10,0,18.5,4,10,0,4,,,,,,,0,39.2,5,2023,7,26,40.9,8,2007,8,16,26.2,8,2023,11,6,1978
53041,三重県,桑名（クワナ）,,2023,11,9,10,0,17.7,4,9,56,4,,,,,,,0,39.0,5,2023,7,18,39.8,8,2018,8,3,26.3,8,2023,11,2,1979
53061,三重県,四日市（ヨッカイチ）,47684,2023,11,9,10,0,16.7,4,9,54,4,,,,,,,0,36.5,5,2023,8,13,38.8,8,1994,8,5,24.8,8,1977,11,2,1966
53091,三重県,亀山（カメヤマ）,,2023,11,9,10,0,16.6,4,10,0,4,,,,,,,0,37.1,5,2023,7,26,38.3,8,2018,7,18,25.9,8,2003,11,1,1979
53112,三重県,上野（ウエノ）,47649,2023,11,9,10,0,17.9,4,9,56,4,,,,,,,0,37.7,5,2023,7,27,38.8,8,1942,8,2,26.5,8,2023,11,3,1937
53133,三重県,津（ツ）,47651,2023,11,9,10,0,17.9,4,9,57,4,,,,,,,0,37.3,5,2023,7,18,39.5,8,1994,8,5,27.2,8,1923,11,1,1889
53196,三重県,小俣（オバタ）,,2023,11,9,10,0,18.0,4,9,59,4,,,,,,,0,37.2,5,2023,7,18,38.8,8,2013,8,10,25.6,8,2023,11,2,1979
53231,三重県,粥見（カユミ）,,2023,11,9,10,0,16.0,4,10,0,4,,,,,,,0,37.4,5,2023,7,18,38.9,8,2013,8,11,27.3,4,2000,11,2,1979
53257,三重県,鳥羽（トバ）,,2023,11,9,10,0,18.1,4,9,57,4,,,,,,,0,35.6,5,2023,8,1,38.3,8,1994,8,5,25.6,8,2009,11,1,1977
53296,三重県,南伊勢（ミナミイセ）,,2023,11,9,10,0,19.8,4,9,56,4,,,,,,,0,35.4,5,2023,7,18,38.2,8,1994,8,5,25.3,8,2023,11,2,1979
53326,三重県,紀伊長島（キイナガシマ）,,2023,11,9,10,0,19.0,4,10,0,4,,,,,,,0,36.2,5,2023,7,18,37.9,8,2016,8,22,27.1,8,2000,11,2,1979
53378,三重県,尾鷲（オワセ）,47663,2023,11,9,10,0,19.0,4,10,0,4,,,,,,,0,36.2,5,2023,7,10,38.6,8,2016,7,3,29.8,8,2000,11,2,1938
53401,三重県,熊野新鹿（クマノアタシカ）,,2023,11,9,10,0,21.6,4,10,0,4,,,,,,,0,35.4,5,2023,7,12,38.6,8,2021,8,8,25.2,8,2009,11,1,2001
54012,新潟県,粟島（アワシマ）,,2023,11,9,10,0,17.5,4,10,0,4,,,,,,,0,36.5,5,2023,8,24,37.0,8,2019,8,15,24.8,8,2023,11,6,1978
54041,新潟県,弾崎（ハジキザキ）,,2023,11,9,10,0,16.3,4,10,0,4,,,,,,,0,35.1,5,2023,8,31,35.3,8,2020,9,3,25.0,8,2023,11,3,1978
54086,新潟県,村上（ムラカミ）,,2023,11,9,10,0,14.7,4,10,0,4,,,,,,,0,39.6,5,2023,8,9,39.9,8,2018,8,23,26.2,8,2023,11,3,1978
54157,新潟県,相川（アイカワ）,47602,2023,11,9,10,0,19.0,4,9,55,4,,,,,,,0,38.5,5,2023,8,9,38.5,8,2023,8,9,26.3,8,1914,11,4,1911
54166,新潟県,両津（リョウツ）,,2023,11,9,10,0,16.9,4,9,59,4,,,,,,,0,37.5,5,2023,8,10,38.8,8,2019,8,15,24.7,8,2023,11,6,1978
54181,新潟県,中条（ナカジョウ）,,2023,11,9,10,0,17.2,4,9,59,4,,,,,,,0,39.2,5,2023,8,9,40.8,8,2018,8,23,27.3,8,2020,11,19,1978
54191,新潟県,下関（シモセキ）,,2023,11,9,10,0,15.7,4,10,0,4,,,,,,,0,38.1,5,2023,8,23,39.6,8,2018,8,23,26.0,8,2023,11,6,1978
54232,新潟県,新潟（ニイガタ）,47604,2023,11,9,10,0,17.1,4,10,0,4,,,,,,,0,39.1,5,2023,8,9,39.9,8,2018,8,23,27.2,8,1977,11,1,1881
54236,新潟県,松浜（マツハマ）,,2023,11,9,10,0,16.8,4,9,45,4,,,,,,,0,39.7,5,2023,8,9,39.7,8,2023,8,9,26.3,8,2023,11,3,2003
54271,新潟県,羽茂（ハモチ）,,2023,11,9,10,0,17.8,4,10,0,4,,,,,,,0,38.3,5,2023,8,9,38.3,8,2023,8,9,25.2,8,2023,11,6,1978
54296,新潟県,新津（ニイツ）,,2023,11,9,10,0,13.5,4,9,10,4,,,,,,,0,39.4,5,2023,8,31,39.4,8,2023,8,31,25.9,8,2023,11,6,1978
54341,新潟県,巻（マキ）,,2023,11,9,10,0,14.6,4,10,0,4,,,,,,,0,37.9,5,2023,8,23,38.9,8,2018,8,23,26.5,8,2023,11,6,1978
54387,新潟県,寺泊（テラドマリ）,,2023,11,9,10,0,13.8,4,10,0,4,,,,,,,0,39.6,5,2023,8,15,40.6,8,2019,8,15,26.2,8,2023,11,3,2001
54396,新潟県,三条（サンジョウ）,,2023,11,9,10,0,15.2,4,9,58,4,,,,,,,0,39.8,5,2023,8,14,40.4,8,2020,9,3,28.3,8,2023,11,6,1978
54421,新潟県,津川（ツガワ）,,2023,11,9,10,0,12.1,4,10,0,4,,,,,,,0,38.4,5,2023,8,31,39.4,8,1994,8,13,24.9,8,2023,11,6,1978
54501,新潟県,長岡（ナガオカ）,,2023,11,9,10,0,14.4,4,10,0,4,,,,,,,0,39.4,5,2023,8,15,39.4,8,2023,8,15,27.1,8,2023,11,6,1976
54541,新潟県,柏崎（カシワザキ）,,2023,11,9,10,0,16.7,4,10,0,4,,,,,,,0,38.8,5,2023,8,14,38.8,8,2023,8,14,27.1,8,2020,11,20,1978
54566,新潟県,守門（スモン）,,2023,11,9,10,0,13.7,4,10,0,4,,,,,,,0,37.1,5,2023,8,15,37.4,8,2019,8,14,26.0,8,2023,11,6,1978
54586,新潟県,大潟（オオガタ）,,2023,11,9,10,0,17.5,4,9,57,4,,,,,,,0,39.0,5,2023,8,15,40.0,8,2018,8,23,27.4,8,2020,11,20,1978
54616,新潟県,小出（コイデ）,,2023,11,9,10,0,10.8,4,9,59,4,,,,,,,0,38.8,5,2023,8,14,39.0,8,2021,8,6,27.2,8,2023,11,6,1978
